tweet	label
general concerned possible covid symptoms andor exposure consult screening tool developed w	real
pictures people stranded hospital beds claimed italians coping pressures covid cases india learn italys mistakes step house day lockdown	fake
worst viral disease outbreaks recent years sars ebola likely coronavirus originated bats new study proposed answer diseases originate bats deadly coronavirus	fake
coronavirus john lewis partnership axes staff bonus slumps loss	real
five new cases covid reported nigeria fct amp oyo state pm th march cases confirmed covid reported nigeria discharged death	real
covid totally confused allowed	fake
coronavirus covid takes white people researchers battle disease myths south africa	real
data observers one key takeaway lag reporting deaths may vary widely states use different methods	real
entirely clear record numbers new cases translate deaths covid heres complicated	real
image covid infected indonesian doctor hadio ali watching daughters distance bids final goodbye image said posted wife	fake
cases covidnigeria discharged deaths breakdown cases state found via takeresponsibility	real
giving hospitals capacity need get people doors health minister edward argar explains additional million funding expand upgrade hospital aampes england kayburley	real
